,word,index,frequency
71,car,71,-3.6888794541139367
72,rock,72,-3.6888794541139367
73,after,73,-3.6888794541139367
74,are,74,-3.7578723256008875
75,arrives,75,-3.7578723256008875
76,blue,76,-3.7578723256008875
77,snow,77,-3.7578723256008875
78,ball,78,-3.7578723256008875
79,green,79,-3.7578723256008875
80,through,80,-3.7578723256008875
81,home,81,-3.7578723256008875
82,beautiful,82,-3.7578723256008875
83,festival,83,-3.7578723256008875
84,have,84,-3.83198029775461
85,sign,85,-3.83198029775461
86,red,86,-3.83198029775461
87,happy,87,-3.83198029775461
88,family,88,-3.83198029775461
89,show,89,-3.83198029775461
90,sky,90,-3.9120230054281464
91,winter,91,-3.9120230054281464
92,little,92,-3.9120230054281464
93,couple,93,-3.9120230054281464
94,fashion,94,-3.9120230054281464
95,attend,95,-3.9120230054281464
96,while,96,-3.9990343824177756
97,girl,97,-3.9990343824177756
98,room,98,-3.9990343824177756
99,#,99,-3.9990343824177756
100,be,100,-3.9990343824177756
101,pop,101,-3.9990343824177756
102,--,102,-3.9990343824177756
103,pattern,103,-3.9990343824177756
104,set,104,-3.9990343824177756
105,glass,105,-3.9990343824177756
106,will,106,-3.9990343824177756
107,like,107,-3.9990343824177756
108,field,108,-3.9990343824177756
109,one,109,-3.9990343824177756
110,holding,110,-3.9990343824177756
111,new,111,-4.0943445622221
112,house,112,-4.0943445622221
113,christmas,113,-4.0943445622221
114,more,114,-4.0943445622221
115,bridge,115,-4.0943445622221
116,small,116,-4.0943445622221
117,playing,117,-4.0943445622221
118,flowers,118,-4.0943445622221
119,forest,119,-4.0943445622221
120,hands,120,-4.0943445622221
121,walking,121,-4.0943445622221
122,wedding,122,-4.0943445622221
123,concert,123,-4.0943445622221
124,part,124,-4.0943445622221
125,no,125,-4.0943445622221
126,beach,126,-4.0943445622221
127,all,127,-4.199705077879927
128,around,128,-4.199705077879927
129,dog,129,-4.199705077879927
130,...,130,-4.199705077879927
131,summer,131,-4.199705077879927
132,pink,132,-4.199705077879927
133,event,133,-4.199705077879927
134,model,134,-4.199705077879927
135,who,135,-4.199705077879927
136,into,136,-4.199705077879927
137,sunset,137,-4.199705077879927
138,close,138,-4.199705077879927
139,match,139,-4.199705077879927
140,walks,140,-4.199705077879927
141,top,141,-4.31748811353631
142,season,142,-4.31748811353631
143,back,143,-4.31748811353631
144,portrait,144,-4.31748811353631
145,map,145,-4.31748811353631
146,sea,146,-4.31748811353631
147,building,147,-4.31748811353631
148,shot,148,-4.31748811353631
149,area,149,-4.31748811353631
150,world,150,-4.31748811353631
151,?,151,-4.31748811353631
152,bathroom,152,-4.31748811353631
153,abstract,153,-4.31748811353631
154,old,154,-4.31748811353631
155,dark,155,-4.31748811353631
156,basketball,156,-4.31748811353631
157,girls,157,-4.31748811353631
158,grass,158,-4.31748811353631
159,live,159,-4.31748811353631
160,musical,160,-4.31748811353631
161,large,161,-4.31748811353631
162,each,162,-4.31748811353631
163,may,163,-4.31748811353631
164,actors,164,-4.31748811353631
165,design,165,-4.451019506160833
166,plants,166,-4.451019506160833
167,when,167,-4.451019506160833
168,free,168,-4.451019506160833
169,table,169,-4.451019506160833
170,tour,170,-4.451019506160833
171,park,171,-4.451019506160833
172,soccer,172,-4.451019506160833
173,awards,173,-4.451019506160833
174,way,174,-4.451019506160833
175,face,175,-4.451019506160833
176,yellow,176,-4.451019506160833
177,round,177,-4.451019506160833
178,lake,178,-4.451019506160833
179,party,179,-4.451019506160833
180,been,180,-4.451019506160833
181,simple,181,-4.451019506160833
182,some,182,-4.451019506160833
183,work,183,-4.451019506160833
184,off,184,-4.451019506160833
185,big,185,-4.451019506160833
186,art,186,-4.451019506160833
187,trees,187,-4.451019506160833
188,ice,188,-4.451019506160833
189,cake,189,-4.451019506160833
190,make,190,-4.451019506160833
191,dress,191,-4.451019506160833
192,bride,192,-4.451019506160833
193,these,193,-4.451019506160833
194,seen,194,-4.451019506160833
195,kitchen,195,-4.451019506160833
196,market,196,-4.451019506160833
197,we,197,-4.451019506160833
198,do,198,-4.451019506160833
199,which,199,-4.451019506160833
200,aerial,200,-4.451019506160833
201,contain,201,-4.451019506160833
202,instrument,202,-4.451019506160833
203,runway,203,-4.451019506160833
204,made,204,-4.451019506160833
205,hand,205,-4.451019506160833
206,under,206,-4.451019506160833
207,how,207,-4.451019506160833
208,sitting,208,-4.451019506160833
209,fans,209,-4.451019506160833
210,living,210,-4.605170185988091
211,traditional,211,-4.605170185988091
212,not,212,-4.605170185988091
213,business,213,-4.605170185988091
214,looks,214,-4.605170185988091
215,vintage,215,-4.605170185988091
216,river,216,-4.605170185988091
217,its,217,-4.605170185988091
218,flag,218,-4.605170185988091
219,held,219,-4.605170185988091
220,drawing,220,-4.605170185988091
221,group,221,-4.605170185988091
222,orange,222,-4.605170185988091
223,light,223,-4.605170185988091
224,my,224,-4.605170185988091
225,floor,225,-4.605170185988091
226,child,226,-4.605170185988091
227,together,227,-4.605170185988091
228,open,228,-4.605170185988091
229,has,229,-4.605170185988091
230,first,230,-4.605170185988091
231,they,231,-4.605170185988091
232,camera,232,-4.605170185988091
233,music,233,-4.605170185988091
234,get,234,-4.605170185988091
235,&,235,-4.605170185988091
236,road,236,-4.605170185988091
237,showing,237,-4.605170185988091
238,metal,238,-4.605170185988091
239,office,239,-4.605170185988091
240,other,240,-4.605170185988091
241,before,241,-4.605170185988091
242,stock,242,-4.605170185988091
243,baseball,243,-4.605170185988091
244,flower,244,-4.605170185988091
245,near,245,-4.605170185988091
246,wooden,246,-4.605170185988091
247,holiday,247,-4.605170185988091
248,letter,248,-4.605170185988091
249,book,249,-4.605170185988091
250,icon,250,-4.605170185988091
251,standing,251,-4.787491742782046
252,front,252,-4.787491742782046
253,interior,253,-4.787491742782046
254,modern,254,-4.787491742782046
255,feature,255,-4.787491742782046
256,got,256,-4.787491742782046
257,form,257,-4.787491742782046
258,can,258,-4.787491742782046
259,lying,259,-4.787491742782046
260,bench,260,-4.787491742782046
261,second,261,-4.787491742782046
262,3d,262,-4.787491742782046
263,final,263,-4.787491742782046
264,students,264,-4.787491742782046
265,where,265,-4.787491742782046
266,star,266,-4.787491742782046
267,boat,267,-4.787491742782046
268,were,268,-4.787491742782046
269,color,269,-4.787491742782046
270,country,270,-4.787491742782046
271,shape,271,-4.787491742782046
272,love,272,-4.787491742782046
273,covered,273,-4.787491742782046
274,she,274,-4.787491742782046
275,morning,275,-4.787491742782046
276,turn,276,-4.787491742782046
277,here,277,-4.787491742782046
278,cat,278,-4.787491742782046
279,take,279,-4.787491742782046
280,taking,280,-4.787491742782046
281,biological,281,-4.787491742782046
282,most,282,-4.787491742782046
283,look,283,-4.787491742782046
284,gold,284,-4.787491742782046
285,just,285,-4.787491742782046
286,training,286,-4.787491742782046
287,session,287,-4.787491742782046
288,rain,288,-4.787491742782046
289,vegetables,289,-4.787491742782046
290,hat,290,-4.787491742782046
291,silhouette,291,-4.787491742782046
292,behind,292,-4.787491742782046
293,western,293,-4.787491742782046
294,christian,294,-4.787491742782046
295,spring,295,-4.787491742782046
296,hotel,296,-4.787491742782046
297,children,297,-4.787491742782046
298,would,298,-4.787491742782046
299,slow,299,-4.787491742782046
300,motion,300,-4.787491742782046
301,father,301,-4.787491742782046
302,cute,302,-4.787491742782046
303,fence,303,-4.787491742782046
304,boy,304,-4.787491742782046
305,waiting,305,-4.787491742782046
306,window,306,-4.787491742782046
307,leaves,307,-4.787491742782046
308,what,308,-4.787491742782046
309,street,309,-4.787491742782046
310,geographical,310,-5.0106352940962555
311,every,311,-5.0106352940962555
312,animal,312,-5.0106352940962555
313,there,313,-5.0106352940962555
314,government,314,-5.0106352940962555
315,high,315,-5.0106352940962555
316,food,316,-5.0106352940962555
317,smiling,317,-5.0106352940962555
318,funny,318,-5.0106352940962555
319,public,319,-5.0106352940962555
320,interesting,320,-5.0106352940962555
321,poster,321,-5.0106352940962555
322,card,322,-5.0106352940962555
323,seamless,323,-5.0106352940962555
324,island,324,-5.0106352940962555
325,lights,325,-5.0106352940962555
326,signs,326,-5.0106352940962555
327,looking,327,-5.0106352940962555
328,clothes,328,-5.0106352940962555
329,state,329,-5.0106352940962555
330,mountain,330,-5.0106352940962555
331,farm,331,-5.0106352940962555
332,golden,332,-5.0106352940962555
333,gets,333,-5.0106352940962555
334,working,334,-5.0106352940962555
335,never,335,-5.0106352940962555
336,sunny,336,-5.0106352940962555
337,me,337,-5.0106352940962555
338,clouds,338,-5.0106352940962555
339,coffee,339,-5.0106352940962555
340,best,340,-5.0106352940962555
341,mother,341,-5.0106352940962555
342,village,342,-5.0106352940962555
343,cover,343,-5.0106352940962555
344,birds,344,-5.0106352940962555
345,evening,345,-5.0106352940962555
346,between,346,-5.0106352940962555
347,'ve,347,-5.0106352940962555
348,reading,348,-5.0106352940962555
349,streets,349,-5.0106352940962555
350,images,350,-5.0106352940962555
351,cloud,351,-5.0106352940962555
352,beard,352,-5.0106352940962555
353,heart,353,-5.0106352940962555
354,line,354,-5.0106352940962555
355,sale,355,-5.0106352940962555
356,ocean,356,-5.0106352940962555
357,rugby,357,-5.0106352940962555
358,$,358,-5.0106352940962555
359,our,359,-5.0106352940962555
360,detail,360,-5.0106352940962555
361,step,361,-5.0106352940962555
362,property,362,-5.0106352940962555
363,hit,363,-5.0106352940962555
364,but,364,-5.0106352940962555
365,tower,365,-5.0106352940962555
366,women,366,-5.0106352940962555
367,swimming,367,-5.0106352940962555
368,pool,368,-5.0106352940962555
369,train,369,-5.0106352940962555
370,being,370,-5.0106352940962555
371,takes,371,-5.0106352940962555
372,fish,372,-5.0106352940962555
373,he,373,-5.0106352940962555
374,birthday,374,-5.0106352940962555
375,comedian,375,-5.0106352940962555
376,dancing,376,-5.0106352940962555
377,waterfall,377,-5.0106352940962555
378,boys,378,-5.0106352940962555
379,place,379,-5.0106352940962555
380,fall,380,-5.0106352940962555
381,trail,381,-5.0106352940962555
382,australian,382,-5.0106352940962555
383,rules,383,-5.0106352940962555
384,fire,384,-5.0106352940962555
385,arrive,385,-5.0106352940962555
386,circle,386,-5.0106352940962555
387,long,387,-5.0106352940962555
388,go,388,-5.0106352940962555
389,celebrate,389,-5.0106352940962555
390,down,390,-5.0106352940962555
391,painted,391,-5.0106352940962555
392,character,392,-5.0106352940962555
393,runs,393,-5.0106352940962555
394,silver,394,-5.0106352940962555
395,hard,395,-5.0106352940962555
396,division,396,-5.0106352940962555
397,mountains,397,-5.0106352940962555
398,inning,398,-5.0106352940962555
399,metallic,399,-5.0106352940962555
400,bus,400,-5.298317366548036
401,station,401,-5.298317366548036
402,scene,402,-5.298317366548036
403,different,403,-5.298317366548036
404,floral,404,-5.298317366548036
405,category,405,-5.298317366548036
406,agricultural,406,-5.298317366548036
407,court,407,-5.298317366548036
408,found,408,-5.298317366548036
409,businessman,409,-5.298317366548036
410,fast,410,-5.298317366548036
411,american,411,-5.298317366548036
412,half,412,-5.298317366548036
413,pictures,413,-5.298317366548036
414,much,414,-5.298317366548036
415,architectural,415,-5.298317366548036
416,driver,416,-5.298317366548036
417,video,417,-5.298317366548036
418,elegant,418,-5.298317366548036
419,decorated,419,-5.298317366548036
420,baby,420,-5.298317366548036
421,why,421,-5.298317366548036
422,school,422,-5.298317366548036
423,meets,423,-5.298317366548036
424,viewed,424,-5.298317366548036
425,called,425,-5.298317366548036
426,banner,426,-5.298317366548036
427,outdoor,427,-5.298317366548036
428,hole,428,-5.298317366548036
429,cliff,429,-5.298317366548036
430,tiny,430,-5.298317366548036
431,location,431,-5.298317366548036
432,photos,432,-5.298317366548036
433,land,433,-5.298317366548036
434,master,434,-5.298317366548036
435,year,435,-5.298317366548036
436,engagement,436,-5.298317366548036
437,good,437,-5.298317366548036
438,should,438,-5.298317366548036
439,sleeping,439,-5.298317366548036
440,than,440,-5.298317366548036
441,structure,441,-5.298317366548036
442,town,442,-5.298317366548036
443,leather,443,-5.298317366548036
444,designs,444,-5.298317366548036
445,wind,445,-5.298317366548036
446,cut,446,-5.298317366548036
447,bright,447,-5.298317366548036
448,text,448,-5.298317366548036
449,such,449,-5.298317366548036
450,any,450,-5.298317366548036
451,cold,451,-5.298317366548036
452,nature,452,-5.298317366548036
453,fly,453,-5.298317366548036
454,leopard,454,-5.298317366548036
455,album,455,-5.298317366548036
456,flat,456,-5.298317366548036
457,species,457,-5.298317366548036
458,could,458,-5.298317366548036
459,castle,459,-5.298317366548036
460,dry,460,-5.298317366548036
461,wine,461,-5.298317366548036
462,pitch,462,-5.298317366548036
463,forming,463,-5.298317366548036
464,outside,464,-5.298317366548036
465,shore,465,-5.298317366548036
466,award,466,-5.298317366548036
467,cars,467,-5.298317366548036
468,autumn,468,-5.298317366548036
469,landscape,469,-5.298317366548036
470,fruits,470,-5.298317366548036
471,storm,471,-5.298317366548036
472,tattoo,472,-5.298317366548036
473,performance,473,-5.298317366548036
474,onstage,474,-5.298317366548036
475,waving,475,-5.298317366548036
476,arms,476,-5.298317366548036
477,special,477,-5.298317366548036
478,countryside,478,-5.298317366548036
479,double,479,-5.298317366548036
480,rainbow,480,-5.298317366548036
481,shoot,481,-5.298317366548036
482,horse,482,-5.298317366548036
483,board,483,-5.298317366548036
484,enjoying,484,-5.298317366548036
485,reception,485,-5.298317366548036
486,sunshine,486,-5.298317366548036
487,painting,487,-5.298317366548036
488,plant,488,-5.298317366548036
489,see,489,-5.298317366548036
490,fun,490,-5.298317366548036
491,appearance,491,-5.298317366548036
492,gown,492,-5.298317366548036
493,daughter,493,-5.298317366548036
494,decorations,494,-5.298317366548036
495,exterior,495,-5.298317366548036
496,clear,496,-5.298317366548036
497,dramatic,497,-5.298317366548036
498,inside,498,-5.298317366548036
499,type,499,-5.298317366548036
500,largest,500,-5.298317366548036
501,plays,501,-5.298317366548036
502,ready,502,-5.298317366548036
503,test,503,-5.298317366548036
504,cartoon,504,-5.298317366548036
505,50s,505,-5.298317366548036
506,footballer,506,-5.298317366548036
507,dining,507,-5.298317366548036
508,wife,508,-5.298317366548036
509,running,509,-5.298317366548036
510,stream,510,-5.298317366548036
511,boats,511,-5.298317366548036
512,us,512,-5.298317366548036
513,laptop,513,-5.298317366548036
514,4k,514,-5.298317366548036
515,ideas,515,-5.298317366548036
516,above,516,-5.298317366548036
517,tennis,517,-5.298317366548036
518,poetry,518,-5.298317366548036
519,celebrity,519,-5.298317366548036
520,drawn,520,-5.298317366548036
521,collection,521,-5.298317366548036
522,center,522,-5.298317366548036
523,action,523,-5.298317366548036
524,font,524,-5.298317366548036
525,touch,525,-5.298317366548036
526,touchdown,526,-5.298317366548036
527,air,527,-5.298317366548036
528,door,528,-5.298317366548036
529,try,529,-5.298317366548036
530,teenage,530,-5.298317366548036
531,bedroom,531,-5.298317366548036
532,having,532,-5.298317366548036
533,supermarket,533,-5.298317366548036
534,rally,534,-5.298317366548036
535,kids,535,-5.298317366548036
536,championship,536,-5.298317366548036
537,features,537,-5.298317366548036
538,grow,538,-5.298317366548036
539,silhouettes,539,-5.298317366548036
540,sun,540,-5.298317366548036
541,paper,541,-5.298317366548036
542,life,542,-5.298317366548036
543,indoor,543,-5.298317366548036
544,opening,544,-5.298317366548036
545,cloudy,545,-5.298317366548036
546,suit,546,-5.298317366548036
547,many,547,-5.298317366548036
548,son,548,-5.298317366548036
549,symbol,549,-5.298317366548036
550,garden,550,-5.298317366548036
551,surface,551,-5.298317366548036
552,lowercase,552,-5.298317366548036
553,side,553,-5.298317366548036
554,very,554,-5.703782474656202
555,typical,555,-5.703782474656202
556,looked,556,-5.703782474656202
557,stunning,557,-5.703782474656202
558,skirt,558,-5.703782474656202
559,performing,559,-5.703782474656202
560,variety,560,-5.703782474656202
561,ornamental,561,-5.703782474656202
562,paisley,562,-5.703782474656202
563,environment,563,-5.703782474656202
564,even,564,-5.703782474656202
565,conditions,565,-5.703782474656202
566,growing,566,-5.703782474656202
567,production,567,-5.703782474656202
568,start,568,-5.703782474656202
569,gone,569,-5.703782474656202
570,right,570,-5.703782474656202
571,shots,571,-5.703782474656202
572,real,572,-5.703782474656202
573,safe,573,-5.703782474656202
574,money,574,-5.703782474656202
575,couch,575,-5.703782474656202
576,animals,576,-5.703782474656202
577,week,577,-5.703782474656202
578,details,578,-5.703782474656202
579,enjoy,579,-5.703782474656202
580,company,580,-5.703782474656202
581,stores,581,-5.703782474656202
582,subject,582,-5.703782474656202
583,frame,583,-5.703782474656202
584,lilies,584,-5.703782474656202
585,heavy,585,-5.703782474656202
586,lined,586,-5.703782474656202
587,annual,587,-5.703782474656202
588,comic,588,-5.703782474656202
589,turtle,589,-5.703782474656202
590,scoring,590,-5.703782474656202
591,concept,591,-5.703782474656202
592,airline,592,-5.703782474656202
593,leads,593,-5.703782474656202
594,daughters,594,-5.703782474656202
595,bodies,595,-5.703782474656202
596,guitar,596,-5.703782474656202
597,fishing,597,-5.703782474656202
598,traffic,598,-5.703782474656202
599,sheep,599,-5.703782474656202
600,flags,600,-5.703782474656202
601,support,601,-5.703782474656202
602,something,602,-5.703782474656202
603,give,603,-5.703782474656202
604,site,604,-5.703782474656202
605,golf,605,-5.703782474656202
606,tournament,606,-5.703782474656202
607,colours,607,-5.703782474656202
608,coast,608,-5.703782474656202
609,forests,609,-5.703782474656202
610,popular,610,-5.703782474656202
611,visitors,611,-5.703782474656202
612,especially,612,-5.703782474656202
613,tourists,613,-5.703782474656202
614,moving,614,-5.703782474656202
615,retriever,615,-5.703782474656202
616,later,616,-5.703782474656202
617,gothic,617,-5.703782474656202
618,pulls,618,-5.703782474656202
619,doors,619,-5.703782474656202
620,woodland,620,-5.703782474656202
621,along,621,-5.703782474656202
622,distance,622,-5.703782474656202
623,think,623,-5.703782474656202
624,maybe,624,-5.703782474656202
625,too,625,-5.703782474656202
626,branches,626,-5.703782474656202
627,swing,627,-5.703782474656202
628,lapse,628,-5.703782474656202
629,really,629,-5.703782474656202
630,cob,630,-5.703782474656202
631,because,631,-5.703782474656202
632,making,632,-5.703782474656202
633,counter,633,-5.703782474656202
634,harbor,634,-5.703782474656202
635,greeting,635,-5.703782474656202
636,newspaper,636,-5.703782474656202
637,ancient,637,-5.703782474656202
638,west,638,-5.703782474656202
639,beds,639,-5.703782474656202
640,senior,640,-5.703782474656202
641,simply,641,-5.703782474656202
642,falling,642,-5.703782474656202
643,snowflakes,643,-5.703782474656202
644,whiskey,644,-5.703782474656202
645,strap,645,-5.703782474656202
646,/,646,-5.703782474656202
647,wavy,647,-5.703782474656202
648,shiny,648,-5.703782474656202
649,ribbon,649,-5.703782474656202
650,houses,650,-5.703782474656202
651,festive,651,-5.703782474656202
652,plate,652,-5.703782474656202
653,neck,653,-5.703782474656202
654,point,654,-5.703782474656202
655,charm,655,-5.703782474656202
656,earrings,656,-5.703782474656202
657,finally,657,-5.703782474656202
658,audience,658,-5.703782474656202
659,snowman,659,-5.703782474656202
660,grazing,660,-5.703782474656202
661,pouring,661,-5.703782474656202
662,hair,662,-5.703782474656202
663,body,663,-5.703782474656202
664,battle,664,-5.703782474656202
665,parachute,665,-5.703782474656202
666,decorative,666,-5.703782474656202
667,featuring,667,-5.703782474656202
668,embrace,668,-5.703782474656202
669,female,669,-5.703782474656202
670,box,670,-5.703782474656202
671,colored,671,-5.703782474656202
672,laying,672,-5.703782474656202
673,latin,673,-5.703782474656202
674,save,674,-5.703782474656202
675,organisation,675,-5.703782474656202
676,agency,676,-5.703782474656202
677,selling,677,-5.703782474656202
678,next,678,-5.703782474656202
679,maps,679,-5.703782474656202
680,bouquet,680,-5.703782474656202
681,director,681,-5.703782474656202
682,japanese,682,-5.703782474656202
683,movie,683,-5.703782474656202
684,scenes,684,-5.703782474656202
685,guard,685,-5.703782474656202
686,passes,686,-5.703782474656202
687,hockey,687,-5.703782474656202
688,call,688,-5.703782474656202
689,plastic,689,-5.703782474656202
690,1950s,690,-5.703782474656202
691,outdoors,691,-5.703782474656202
692,dragon,692,-5.703782474656202
693,balls,693,-5.703782474656202
694,logo,694,-5.703782474656202
695,drops,695,-5.703782474656202
696,create,696,-5.703782474656202
697,pair,697,-5.703782474656202
698,icons,698,-5.703782474656202
699,patterns,699,-5.703782474656202
700,extraordinary,700,-5.703782474656202
701,things,701,-5.703782474656202
702,ordinary,702,-5.703782474656202
703,artists,703,-5.703782474656202
704,series,704,-5.703782474656202
705,irrigate,705,-5.703782474656202
706,fields,706,-5.703782474656202
707,unveiled,707,-5.703782474656202
708,spices,708,-5.703782474656202
709,know,709,-5.703782474656202
710,highway,710,-5.703782474656202
711,ago,711,-5.703782474656202
712,press,712,-5.703782474656202
713,themed,713,-5.703782474656202
714,bell,714,-5.703782474656202
715,bow,715,-5.703782474656202
716,palm,716,-5.703782474656202
717,tropical,717,-5.703782474656202
718,ship,718,-5.703782474656202
719,within,719,-5.703782474656202
720,footage,720,-5.703782474656202
721,scattered,721,-5.703782474656202
722,glasses,722,-5.703782474656202
723,order,723,-5.703782474656202
724,arrival,724,-5.703782474656202
725,ceremony,725,-5.703782474656202
726,cottage,726,-5.703782474656202
727,last,727,-5.703782474656202
728,month,728,-5.703782474656202
729,still,729,-5.703782474656202
730,flying,730,-5.703782474656202
731,tea,731,-5.703782474656202
732,suburban,732,-5.703782474656202
733,energy,733,-5.703782474656202
734,classic,734,-5.703782474656202
735,welcome,735,-5.703782474656202
736,rusty,736,-5.703782474656202
737,waters,737,-5.703782474656202
738,ethnicity,738,-5.703782474656202
739,wet,739,-5.703782474656202
740,beside,740,-5.703782474656202
741,cluster,741,-5.703782474656202
742,hanging,742,-5.703782474656202
743,less,743,-5.703782474656202
744,wood,744,-5.703782474656202
745,sculpture,745,-5.703782474656202
746,issue,746,-5.703782474656202
747,seat,747,-5.703782474656202
748,rocks,748,-5.703782474656202
749,books,749,-5.703782474656202
750,royal,750,-5.703782474656202
751,male,751,-5.703782474656202
752,does,752,-5.703782474656202
753,surfing,753,-5.703782474656202
754,effect,754,-5.703782474656202
755,military,755,-5.703782474656202
756,parade,756,-5.703782474656202
757,smile,757,-5.703782474656202
758,captured,758,-5.703782474656202
759,full,759,-5.703782474656202
760,main,760,-5.703782474656202
761,store,761,-5.703782474656202
762,promotional,762,-5.703782474656202
763,head,763,-5.703782474656202
764,easy,764,-5.703782474656202
765,holidays,765,-5.703782474656202
766,singer,766,-5.703782474656202
767,done,767,-5.703782474656202
768,resting,768,-5.703782474656202
769,haircuts,769,-5.703782474656202
770,wants,770,-5.703782474656202
771,reflection,771,-5.703782474656202
772,flows,772,-5.703782474656202
773,shoes,773,-5.703782474656202
774,tape,774,-5.703782474656202
775,worship,775,-5.703782474656202
776,eat,776,-5.703782474656202
777,if,777,-5.703782474656202
778,someone,778,-5.703782474656202
779,steals,779,-5.703782474656202
780,ahead,780,-5.703782474656202
781,middle,781,-5.703782474656202
782,featured,782,-5.703782474656202
783,everyday,783,-5.703782474656202
784,speaks,784,-5.703782474656202
785,include,785,-5.703782474656202
786,plan,786,-5.703782474656202
787,magnifying,787,-5.703782474656202
788,hiding,788,-5.703782474656202
789,screening,789,-5.703782474656202
790,going,790,-5.703782474656202
791,stamp,791,-5.703782474656202
792,natural,792,-5.703782474656202
793,ski,793,-5.703782474656202
794,come,794,-5.703782474656202
795,apartments,795,-5.703782474656202
796,today,796,-5.703782474656202
797,hugging,797,-5.703782474656202
798,texture,798,-5.703782474656202
799,brick,799,-5.703782474656202
800,wall,800,-5.703782474656202
801,about,801,-5.703782474656202
802,help,802,-5.703782474656202
803,skyline,803,-5.703782474656202
804,computer,804,-5.703782474656202
805,sings,805,-5.703782474656202
806,officer,806,-5.703782474656202
807,shooting,807,-5.703782474656202
808,wear,808,-5.703782474656202
809,lightning,809,-5.703782474656202
810,sharp,810,-5.703782474656202
811,waves,811,-5.703782474656202
812,costume,812,-5.703782474656202
813,performer,813,-5.703782474656202
814,suspended,814,-5.703782474656202
815,boiling,815,-5.703782474656202
816,written,816,-5.703782474656202
817,author,817,-5.703782474656202
818,recipe,818,-5.703782474656202
819,extra,819,-5.703782474656202
820,filming,820,-5.703782474656202
821,let,821,-5.703782474656202
822,northern,822,-5.703782474656202
823,power,823,-5.703782474656202
824,flies,824,-5.703782474656202
825,firefighters,825,-5.703782474656202
826,candles,826,-5.703782474656202
827,angry,827,-5.703782474656202
828,shopping,828,-5.703782474656202
829,parked,829,-5.703782474656202
830,basic,830,-5.703782474656202
831,mix,831,-5.703782474656202
832,carried,832,-5.703782474656202
833,sandy,833,-5.703782474656202
834,spikes,834,-5.703782474656202
835,television,835,-5.703782474656202
836,host,836,-5.703782474656202
837,went,837,-5.703782474656202
838,parents,838,-5.703782474656202
839,lot,839,-5.703782474656202
840,sleep,840,-5.703782474656202
841,smartphone,841,-5.703782474656202
842,taken,842,-5.703782474656202
843,rabbit,843,-5.703782474656202
844,),844,-5.703782474656202
845,republic,845,-5.703782474656202
846,sits,846,-5.703782474656202
847,snowy,847,-5.703782474656202
848,diamonds,848,-5.703782474656202
849,gorgeous,849,-5.703782474656202
850,coloured,850,-5.703782474656202
851,cross,851,-5.703782474656202
852,bedrooms,852,-5.703782474656202
853,eye,853,-5.703782474656202
854,hot,854,-5.703782474656202
855,woods,855,-5.703782474656202
856,block,856,-5.703782474656202
857,players,857,-5.703782474656202
858,fair,858,-5.703782474656202
859,genus,859,-5.703782474656202
860,drinking,860,-5.703782474656202
861,single,861,-5.703782474656202
862,depicting,862,-5.703782474656202
863,bee,863,-5.703782474656202
864,located,864,-5.703782474656202
865,hull,865,-5.703782474656202
866,shop,866,-5.703782474656202
867,buying,867,-5.703782474656202
