,word,index,frequency
87,wearing,87,-4.6028308675615115
88,out,88,-4.603765107521506
89,player,89,-4.604492342502391
90,her,90,-4.619887734811163
91,game,91,-4.624330306111936
92,over,92,-4.628899192559482
93,several,93,-4.640898479450101
94,laying,94,-4.642948434313743
95,girl,95,-4.649775878878717
96,sits,96,-4.672209192628317
97,from,97,-4.672320408777017
98,wooden,98,-4.691069203828452
99,bench,99,-4.697435755573993
100,picture,100,-4.710060736759864
101,bear,101,-4.713995471613012
102,through,102,-4.725424167436634
103,their,103,-4.732486343680922
104,laptop,104,-4.734378044410571
105,area,105,-4.741384782891721
106,eating,106,-4.7440100827289164
107,around,107,-4.7472414900049
108,horse,108,-4.752891562137245
109,brown,109,-4.7573620583157545
110,yellow,110,-4.764166458809786
111,cake,111,-4.765508495246188
112,frisbee,112,-4.7869801987188385
113,computer,113,-4.788852975344609
114,giraffe,114,-4.791982084850661
115,board,115,-4.796379353070593
116,phone,116,-4.796631210520609
117,sink,117,-4.799784792446678
118,one,118,-4.805994811770034
119,outside,119,-4.830706493954892
120,living,120,-4.860330453388185
121,truck,121,-4.8649046575160995
122,air,122,-4.876841858407824
123,desk,123,-4.895575188610334
124,window,124,-4.896827362686988
125,motorcycle,125,-4.900034504807099
126,as,126,-4.908308866579697
127,umbrella,127,-4.920351230709771
128,'s,128,-4.925638845744638
129,car,129,-4.929802826202952
130,tree,130,-4.929802826202952
131,trees,131,-4.933984217919926
132,many,132,-4.939925833834401
133,each,133,-4.941962790744153
134,covered,134,-4.942545541343396
135,elephant,135,-4.9450260270392405
136,open,136,-4.9486850139242815
137,park,137,-4.948831652241138
138,wall,138,-4.956634415421137
139,close,139,-4.957225781493959
140,very,140,-4.968827875046506
141,this,141,-4.977090522520399
142,old,142,-4.991831310671435
143,filled,143,-5.004309328229548
144,under,144,-5.011153343122768
145,little,145,-5.0142798112002005
146,stop,146,-5.02656730039098
147,behind,147,-5.032449202731547
148,fire,148,-5.0407745790285645
149,court,149,-5.047549891283262
150,together,150,-5.072129205015404
151,child,151,-5.07428813635301
152,sky,152,-5.0782861426778645
153,into,153,-5.080291155880886
154,its,154,-5.099371515224394
155,surfboard,155,-5.100053643490952
156,kite,156,-5.101761002621775
157,inside,157,-5.1443503360473635
158,skis,158,-5.150790429862093
159,boat,159,-5.161616952068295
160,sheep,160,-5.162706079059237
161,background,161,-5.169448701415018
162,big,162,-5.171278862980033
163,bat,163,-5.1769737438070305
164,bunch,164,-5.1847414913902465
165,back,165,-5.191261026450485
166,bowl,166,-5.192008829813059
167,photo,167,-5.192944371091883
168,ocean,168,-5.19481808346319
169,chair,169,-5.195005647939029
170,light,170,-5.201026362269028
171,bird,171,-5.205565806417523
172,couch,172,-5.209174204597344
173,view,173,-5.209364481450738
174,stands,174,-5.213559758389582
175,traffic,175,-5.226833012795257
176,cell,176,-5.22702667988214
177,zebra,177,-5.228383400702713
178,glass,178,-5.2291594969776
179,airplane,179,-5.241070210859453
180,hydrant,180,-5.2523295890665285
181,mirror,181,-5.255712340277537
182,sandwich,182,-5.265527141148475
183,teddy,183,-5.268147317997702
184,fence,184,-5.2746263850035895
185,counter,185,-5.281965867491635
186,different,186,-5.2936980181151725
187,women,187,-5.296600777773133
188,orange,188,-5.299095581561916
189,shirt,189,-5.306827309556965
190,plane,190,-5.309137506951117
191,sidewalk,191,-5.312718342794202
192,wave,192,-5.315676924833946
193,hand,193,-5.326101442169831
194,lot,194,-5.333399177927408
195,flowers,195,-5.335555745508959
196,tall,196,-5.336419676448223
197,tracks,197,-5.338366254331184
198,another,198,-5.3392326178248375
199,floor,199,-5.339449326028092
200,parking,200,-5.349687951576792
201,horses,201,-5.349906937672049
202,vase,202,-5.351221862253357
203,giraffes,203,-5.353417252816794
204,stand,204,-5.36602385569163
205,tower,205,-5.366691784025489
206,cars,206,-5.3686982499756475
207,baby,207,-5.377890109335519
208,vegetables,208,-5.391724097960392
209,racket,209,-5.39538459163818
210,ground,210,-5.403438944235473
211,grassy,211,-5.414825148344972
212,tie,212,-5.419744919308366
213,being,213,-5.423038265027916
214,zebras,214,-5.423273919559465
215,elephants,215,-5.438233239242988
216,day,216,-5.444713521131037
217,off,217,-5.445436151537045
218,bananas,218,-5.458045435962944
219,full,219,-5.474033969888422
220,along,220,-5.476765194429193
221,middle,221,-5.485254633680061
222,station,222,-5.4915431715713545
223,ready,223,-5.491795537503293
224,hill,224,-5.498633603910287
225,image,225,-5.502197762469459
226,dirt,226,-5.5052628989688355
227,taking,227,-5.521250862009495
228,signs,228,-5.533806611574164
229,sit,229,-5.538291515543387
230,bike,230,-5.542000129065537
231,driving,231,-5.544125528377849
232,four,232,-5.547322121403477
233,slope,233,-5.547322121403477
234,stuffed,234,-5.563189067165114
235,piece,235,-5.595698817167342
236,luggage,236,-5.6001894225244495
237,grazing,237,-5.600470756047194
238,cows,238,-5.602442309988168
239,broccoli,239,-5.603288453036818
240,above,240,-5.606397117402645
241,skiing,241,-5.612643588593357
242,across,242,-5.614639312705508
243,wine,243,-5.616067272394101
244,head,244,-5.618069847802298
245,beside,245,-5.622087069847561
246,long,246,-5.634236481657643
247,snowy,247,-5.63656748504412
248,skate,248,-5.64800959315474
249,wii,249,-5.65214916145516
250,during,250,-5.656603511804541
251,hanging,251,-5.665872527186766
252,refrigerator,252,-5.67280548638082
253,ski,253,-5.674925093533208
254,hat,254,-5.684060358037579
255,mountain,255,-5.686510588972471
256,doing,256,-5.687737959485556
257,glasses,257,-5.695443345120804
258,children,258,-5.696371994003515
259,pink,259,-5.701962070672277
260,display,260,-5.7032085650686355
261,hot,261,-5.705081224791927
262,suit,262,-5.710406217797516
263,herd,263,-5.710720337479698
264,camera,264,-5.710720337479698
265,them,265,-5.7132368534349975
266,holds,266,-5.7205073137840206
267,fruit,267,-5.724321685859492
268,cow,268,-5.726234341845824
269,buildings,269,-5.7345650532742525
270,pole,270,-5.737142374288553
271,empty,271,-5.7524197720269115
272,going,272,-5.754386985776081
273,umbrellas,273,-5.7570159718449965
274,cutting,274,-5.758333061268191
275,track,275,-5.766604407018869
276,corner,276,-5.766936688131745
277,oven,277,-5.771266420124681
278,kites,278,-5.772936706131842
279,stove,279,-5.774274946545681
280,trick,280,-5.777292551517835
281,watching,281,-5.778972941763692
282,keyboard,282,-5.780993144470969
283,pair,283,-5.7813302420639126
284,jumping,284,-5.781667453329964
285,looks,285,-5.790134904429063
286,boats,286,-5.805214011256183
287,soccer,287,-5.805904857570361
288,smiling,288,-5.808326585098856
289,dogs,289,-5.808673025427973
290,double,290,-5.81283969812282
291,chairs,291,-5.817722860947892
292,traveling,292,-5.821927492229923
293,airport,293,-5.822629986111993
294,talking,294,-5.824740433606538
295,posing,295,-5.824740433606538
296,television,296,-5.825092608288818
297,box,297,-5.832162273647677
298,crowd,298,-5.838211037864838
299,colorful,299,-5.84071237917259
300,swinging,300,-5.84071237917259
301,video,301,-5.845374392278401
302,door,302,-5.851503850805354
303,surf,303,-5.851503850805354
304,topped,304,-5.851865579874229
305,birds,305,-5.854038706408543
306,tv,306,-5.856943574101173
307,animals,307,-5.859492273824186
308,using,308,-5.860951595498712
309,getting,309,-5.868648170050701
310,lady,310,-5.873442573481208
311,various,311,-5.881608914336166
312,body,312,-5.898523431484531
313,plates,313,-5.900040882458564
314,hit,314,-5.902321385157288
315,who,315,-5.911879859767225
316,set,316,-5.9145726869378095
317,against,317,-5.919980193355203
318,guy,318,-5.923471952480046
319,paper,319,-5.930492262123986
320,banana,320,-5.936380404749208
321,carrying,321,-5.941511657373596
322,all,322,-5.9430958161207315
323,river,323,-5.9474652371737005
324,lots,324,-5.947863405604204
325,motorcycles,325,-5.948261732635961
326,brick,326,-5.953855035272472
327,coffee,327,-5.95586024949961
328,someone,328,-5.967976714370733
329,wood,329,-5.970010475494757
330,cup,330,-5.970825139490934
331,bedroom,331,-5.9712327205033
332,cheese,332,-5.9785977292451005
333,something,333,-5.981064835759618
334,night,334,-5.989747958333078
335,waiting,335,-5.994326530327406
336,bears,336,-5.995996676853416
337,restaurant,337,-5.999345361439348
338,house,338,-6.000184287663048
339,lights,339,-6.0064987687578935
340,be,340,-6.017112326253994
341,remote,341,-6.0188209981776115
342,players,342,-6.0196764302229315
343,walk,343,-6.024394431683181
344,meat,344,-6.025685031991381
345,metal,345,-6.026115602503953
346,skateboarder,346,-6.028271240329413
347,snowboard,347,-6.032596506588037
348,runway,348,-6.033030063932786
349,shower,349,-6.038247467072473
350,racquet,350,-6.048324222656232
351,about,351,-6.050528323173838
352,skier,352,-6.051411325438716
353,home,353,-6.054065020052182
354,bicycle,354,-6.062068619912704
355,surfer,355,-6.068338232926299
356,running,356,-6.071938596851478
357,items,357,-6.076004561341673
358,jet,358,-6.076457357364804
359,face,359,-6.076910358505053
360,busy,360,-6.078270594488984
361,high,361,-6.082818123926614
362,ramp,362,-6.09243578450536
363,passenger,363,-6.104007309133035
364,line,364,-6.104938841571146
365,lying,365,-6.118544493626924
366,intersection,366,-6.119489673281411
367,male,367,-6.126131063916789
368,hands,368,-6.136176592066427
369,surfing,369,-6.141479087016247
370,tray,370,-6.1536358134381945
371,decker,371,-6.160508692725957
372,mouth,372,-6.1614944000507155
373,dressed,373,-6.1629747852211505
374,suitcase,374,-6.1649520473581685
375,shown,375,-6.176397805553291
376,animal,376,-6.176898431345974
377,like,377,-6.178903444548995
378,preparing,378,-6.185952819159224
379,book,379,-6.1884825447683625
380,store,380,-6.192543464054678
381,rides,381,-6.193052240458428
382,cut,382,-6.195600012537227
383,slice,383,-6.198665932159061
384,pulling,384,-6.207920496925267
385,he,385,-6.212061289591299
386,made,386,-6.21934919274889
387,sleeping,387,-6.219871795321536
388,batter,388,-6.224587549410479
389,scissors,389,-6.225638521656453
390,bridge,390,-6.22616442227336
391,donuts,391,-6.237272708937795
392,gray,392,-6.241537107724252
393,bag,393,-6.241537107724252
394,zoo,394,-6.242606054913157
395,screen,395,-6.246893306924777
396,enclosure,396,-6.250659789720254
397,kids,397,-6.252278349555665
398,bottle,398,-6.252278349555665
399,number,399,-6.2582355835287125
400,half,400,-6.259866461846157
401,tub,401,-6.271357696365618
402,look,402,-6.279092541558473
403,him,403,-6.282982515899645
404,surrounded,404,-6.2891260705480505
405,dark,405,-6.290247146898649
406,row,406,-6.291931121475658
407,microwave,407,-6.291931121475658
408,play,408,-6.294744062852274
409,knife,409,-6.299261292442093
410,toy,410,-6.300960528195052
411,sand,411,-6.301527582363919
412,adult,412,-6.303799020024231
413,way,413,-6.304936676574693
414,showing,414,-6.311789930125261
415,between,415,-6.312936719241769
416,pile,416,-6.318113607421303
417,carrots,417,-6.323897313538151
418,lake,418,-6.32622019495429
419,jacket,419,-6.327965903864314
420,colored,420,-6.3320511152650845
421,decorated,421,-6.333221390413275
422,silver,422,-6.336740455628471
423,few,423,-6.342042382628653
424,buses,424,-6.345000089605888
425,forest,425,-6.352134483719761
426,boys,426,-6.353328513712368
427,skiers,427,-6.358118942035002
428,lined,428,-6.359921285568861
429,cabinets,429,-6.361124655148494
430,meal,430,-6.361726883411201
431,walks,431,-6.362329474571345
432,mouse,432,-6.367163320841662
433,older,433,-6.376290247599098
434,past,434,-6.3836522440401655
435,furniture,435,-6.386735811084154
436,seat,436,-6.389828915931895
437,purple,437,-6.3904486866365815
438,bread,438,-6.3910688416952155
439,oranges,439,-6.397916051765074
440,girls,440,-6.398540856533916
441,``,441,-6.402925454851742
442,kid,442,-6.403553398357461
443,swing,443,-6.410486927552318
444,grey,444,-6.413020177798751
445,outdoor,445,-6.414289213502055
446,hair,446,-6.418743563851436
447,cloudy,447,-6.427712233834196
448,displayed,448,-6.430289554848498
449,waves,449,-6.430289554848498
450,throwing,450,-6.4387120212231945
451,have,451,-6.443276750375308
452,coming,452,-6.443276750375308
453,attached,453,-6.463079377671487
454,drink,454,-6.464413600684624
455,chocolate,455,-6.464413600684624
456,photograph,456,-6.466418278937002
457,onto,457,-6.474477422623858
458,crossing,458,-6.4785314822304105
459,making,459,-6.479208759601372
460,monitor,460,-6.481922465472968
461,leaning,461,-6.490793216239004
462,can,462,-6.496980929347169
463,pan,463,-6.503207168762268
464,fork,464,-6.503901372191743
465,hitting,465,-6.505291226480798
466,scene,466,-6.505986878682764
467,stone,467,-6.507379636568068
468,cats,468,-6.510170985205338
469,drinking,469,-6.512269621862259
470,rocks,470,-6.512970147284953
471,shelf,471,-6.514372672059039
472,lush,472,-6.517887614166483
473,dining,473,-6.518592087601746
474,meter,474,-6.522121918305272
475,birthday,475,-6.522121918305272
476,painted,476,-6.527084707647401
477,female,477,-6.5292191801760335
478,seen,478,-6.535650070506323
479,watch,479,-6.545736611352497
480,salad,480,-6.545736611352497
481,market,481,-6.547911313188186
482,lit,482,-6.5500907546611185
483,fruits,483,-6.551546358993818
484,apples,484,-6.551546358993818
485,towards,485,-6.555925928037841
486,resting,486,-6.558856333065258
487,cross,487,-6.559590278052331
488,no,488,-6.559590278052331
489,public,489,-6.563268104926921
490,walls,490,-6.566220136591001
491,office,491,-6.569180908554033
492,rain,492,-6.57961319392744
493,apple,493,-6.582613946366678
494,sunny,494,-6.582613946366678
495,clean,495,-6.583365543545989
496,bright,496,-6.589398744350158
497,windows,497,-6.590912749181372
498,fries,498,-6.591670612044474
499,tables,499,-6.596991795257756
500,dish,500,-6.600045232744645
501,flower,501,-6.604642941993275
502,moving,502,-6.606949748091189
503,surfboards,503,-6.608490580445345
504,leaves,504,-6.611579385989932
505,snowboarder,505,-6.61545385809749
506,stopped,506,-6.617007859964225
507,sun,507,-6.618564280511883
508,blanket,508,-6.618564280511883
509,beautiful,509,-6.627954020861722
510,teeth,510,-6.627954020861722
511,catch,511,-6.6287404935723355
512,plastic,512,-6.631892584440651
513,setting,513,-6.631892584440651
514,bikes,514,-6.6342631900549875
515,been,515,-6.635846721660631
516,edge,516,-6.637432764816266
517,clear,517,-6.639816556171542
518,mountains,518,-6.641408913195905
519,rail,519,-6.643802213101745
520,working,520,-6.645400934465442
521,books,521,-6.645400934465442
522,ride,522,-6.652626979557182
523,donut,523,-6.659905620668324
524,pictures,524,-6.662343655195755
525,underneath,525,-6.665603641782962
526,bath,526,-6.668874290651084
527,statue,527,-6.668874290651084
528,branch,528,-6.670513635280518
529,platform,529,-6.677098021208698
530,trying,530,-6.682895138893024
531,slices,531,-6.682895138893024
532,rock,532,-6.687890986086394
533,dress,533,-6.694591178656214
534,yard,534,-6.694591178656214
535,helmet,535,-6.698801711192559
536,time,536,-6.708127764373748
537,controller,537,-6.708127764373748
538,uniform,538,-6.709832794624832
539,nice,539,-6.717541612243124
540,eat,540,-6.717541612243124
541,skateboarding,541,-6.722714037568114
542,having,542,-6.723578715529467
543,motor,543,-6.728782543404494
544,'',544,-6.732266867487105
545,shot,545,-6.7348881009669785
546,pieces,546,-6.7348881009669785
547,computers,547,-6.735763374545835
548,perched,548,-6.737516223373248
549,cellphone,549,-6.74544228864567
550,placed,550,-6.747212200612127
551,passing,551,-6.748098332703785
552,country,552,-6.748985250722013
553,pitch,553,-6.750761450123269
554,case,554,-6.75521580047265
555,basket,555,-6.757003111046744
556,shore,556,-6.757897965692589
557,cart,557,-6.759690080867571
558,wet,558,-6.76779458267951
559,or,559,-6.769604537924749
560,sandy,560,-6.7714177750489295
561,police,561,-6.775054142692314
562,path,562,-6.777790122511188
563,vases,563,-6.778703781779862
564,cooking,564,-6.78053360845694
565,base,565,-6.78053360845694
566,hotel,566,-6.784203337345902
567,vehicle,567,-6.784203337345902
568,trains,568,-6.78512287764058
569,family,569,-6.787886582762198
570,eaten,570,-6.792509799503655
571,dinner,571,-6.7990184231310415
572,laptops,572,-6.7990184231310415
573,boards,573,-6.799951694314041
574,surface,574,-6.803693513460036
575,doughnut,575,-6.8065090948602
576,catcher,576,-6.8083905629599055
577,pizzas,577,-6.809332626147807
578,brushing,578,-6.811219419160382
579,modern,579,-6.813109778891551
580,types,580,-6.817851371464135
581,plant,581,-6.817851371464135
582,nintendo,582,-6.820707156365492
583,tiled,583,-6.822615553891254
584,multiple,584,-6.825484996319206
585,toppings,585,-6.826443309761016
586,they,586,-6.831248701035955
587,just,587,-6.833177341942362
588,lap,588,-6.833177341942362
589,beer,589,-6.8341430590623204
590,town,590,-6.835109709693414
591,benches,591,-6.835109709693414
592,doughnuts,592,-6.835109709693414
593,sauce,593,-6.8380152807448304
594,pitcher,594,-6.838985683538109
595,watches,595,-6.84092931874668
596,others,596,-6.842876739031075
597,reading,597,-6.84678299399814
598,single,598,-6.849722731539064
599,variety,599,-6.850704567651322
600,engine,600,-6.850704567651322
601,plants,601,-6.856615914914379
602,mounted,602,-6.8605763161304765
603,fresh,603,-6.865548976799854
604,enjoying,604,-6.865548976799854
605,lamp,605,-6.870546488450325
606,guys,606,-6.8715489947999515
607,shows,607,-6.878594821633154
608,trucks,608,-6.878594821633154
609,pretty,609,-6.879605433139078
610,tarmac,610,-6.888747193097172
611,passengers,611,-6.8938622937639416
612,performing,612,-6.895915682575785
613,cute,613,-6.89694396030135
614,woods,614,-6.89694396030135
615,post,615,-6.89694396030135
616,phones,616,-6.899003693264362
617,jump,617,-6.900035152871023
618,bowls,618,-6.901067677485212
619,appliances,619,-6.9021012693084955
620,gathered,620,-6.9021012693084955
621,tricks,621,-6.9041716634228045
622,gear,622,-6.905208470151244
623,graffiti,623,-6.912496373308835
624,bathtub,624,-6.913541851710388
625,shoes,625,-6.916684861107587
626,rice,626,-6.9219452625067674
627,curb,627,-6.9251148372680476
628,place,628,-6.9293566251764105
629,pen,629,-6.935753235473102
630,shop,630,-6.946506027249365
631,candles,631,-6.946506027249365
632,flies,632,-6.953013642406102
633,railroad,633,-6.953013642406102
634,containing,634,-6.9541023741413
635,carriage,635,-6.9541023741413
636,pasture,636,-6.95628340008766
637,feeding,637,-6.95628340008766
638,chicken,638,-6.958469193307639
639,toothbrush,639,-6.959563884166821
640,dirty,640,-6.960659774687459
641,five,641,-6.960659774687459
642,end,642,-6.963954670584311
643,fenced,643,-6.965055386160497
644,bags,644,-6.968364821061863
645,cattle,645,-6.9705772113448035
646,brush,646,-6.977243902702993
647,pot,647,-6.9783593517868585
648,match,648,-6.980593989588275
649,concrete,649,-6.98171318388529
650,dock,650,-6.98283363218178
651,bottles,651,-6.98283363218178
652,tile,652,-6.986202529247885
653,fly,653,-6.9884547824522105
654,left,654,-6.991842702124146
655,distance,655,-6.998653171126673
656,below,656,-6.998653171126673
657,drinks,657,-7.002075878404176
658,take,658,-7.004364208922187
659,after,659,-7.006657787909287
660,school,660,-7.01010805010144
661,poles,661,-7.011260787981248
662,steel,662,-7.017044494098096
663,neck,663,-7.018205260334058
664,crowded,664,-7.019367375514236
665,takes,665,-7.0216956652738265
666,pillows,666,-7.024029388620047
667,control,667,-7.027540217270111
668,vintage,668,-7.029887636188416
669,alone,669,-7.032240578450443
670,fireplace,670,-7.033419128969886
671,pulled,671,-7.034599070109735
672,she,672,-7.041708104788841
673,dry,673,-7.045281664279706
674,polar,674,-7.0464756942723135
675,sofa,675,-7.047671151677088
676,bar,676,-7.052467323940581
677,huge,677,-7.053669969906341
678,beds,678,-7.053669969906341
679,rack,679,-7.0548740639711465
680,sandwiches,680,-7.0548740639711465
681,skateboards,681,-7.0548740639711465
682,catching,682,-7.057286610376529
683,boxes,683,-7.0669954245034905
684,fridge,684,-7.06821568090872
685,planes,685,-7.06821568090872
686,striped,686,-7.06821568090872
687,nearby,687,-7.0706606699017875
688,sinks,688,-7.071885409797682
689,church,689,-7.07556865521398
690,trunk,690,-7.076799424600111
691,center,691,-7.079265517095305
692,suitcases,692,-7.0805008477032985
693,right,693,-7.081737706240695
694,sliced,694,-7.081737706240695
695,well,695,-7.082976096491841
696,including,696,-7.091688037093862
697,served,697,-7.092938818995515
698,bicycles,698,-7.097957650107457
699,giant,699,-7.099216303514654
700,shaped,700,-7.101738372947363
701,equipment,701,-7.1030017969941355
702,flat,702,-7.1030017969941355
703,plays,703,-7.104266819300722
704,putting,704,-7.104266819300722
705,container,705,-7.105533443915915
706,vehicles,706,-7.110616046979381
707,bushes,707,-7.110616046979381
708,floating,708,-7.1157246149221045
709,smiles,709,-7.117005845078152
710,surfers,710,-7.118288718891041
711,feet,711,-7.1208594143941415
712,poses,712,-7.127315214737013
713,reaching,713,-7.127315214737013
714,serve,714,-7.12861139119846
715,prepares,715,-7.129909249914061
716,professional,716,-7.131208795256146
717,airplanes,717,-7.1325100316141175
718,not,718,-7.135117595021198
719,asian,719,-7.137731975595269
720,hay,720,-7.142981331481412
721,atop,721,-7.146936511324341
722,dishes,722,-7.146936511324341
723,tomatoes,723,-7.146936511324341
724,sticking,724,-7.149582015512765
725,commercial,725,-7.152234536961895
726,clothes,726,-7.152234536961895
727,towel,727,-7.153563440811951
728,taken,728,-7.153563440811951
729,wild,729,-7.153563440811951
730,away,730,-7.154894112997654
731,legs,731,-7.161574164558029
732,lays,732,-7.16291554638223
733,style,733,-7.164258729928697
734,staring,734,-7.164258729928697
735,cream,735,-7.165603720044031
736,potatoes,736,-7.168299139465702
737,run,737,-7.169649578563574
738,serving,738,-7.171001843813588
739,foods,739,-7.172355940161317
740,pose,740,-7.1737118725724525
741,where,741,-7.1737118725724525
742,arm,742,-7.1737118725724525
743,both,743,-7.177790736147275
744,work,744,-7.180519250800478
745,space,745,-7.185998716565104
746,breakfast,746,-7.190128109907114
747,subway,747,-7.192890542603024
748,mother,748,-7.1970485527516885
749,cement,749,-7.198438407040744
750,trail,750,-7.20122392416217
751,cabinet,751,-7.202619597801144
752,lone,752,-7.206818344347493
753,show,753,-7.211034794726428
754,christmas,754,-7.213855671068069
755,spoon,755,-7.218101961949522
756,pool,756,-7.219521408603747
757,backpack,757,-7.220942872951126
758,reflection,758,-7.222366360735979
759,cooked,759,-7.222366360735979
760,stacked,760,-7.222366360735979
761,painting,761,-7.2237918777272
762,square,762,-7.235269765571886
763,dessert,763,-7.2367138091441205
764,round,764,-7.239608167170484
765,french,765,-7.241058493748131
766,wire,766,-7.24396547253944
767,games,767,-7.246880926499564
768,shorts,768,-7.249804905190999
769,soup,769,-7.249804905190999
770,swings,770,-7.249804905190999
771,cluttered,771,-7.252737458612277
772,highway,772,-7.254206966591637
773,docked,773,-7.2556786372030935
774,throw,774,-7.257152476821394
775,swimming,775,-7.257152476821394
776,outdoors,776,-7.258628491849514
777,boarding,777,-7.26604142423864
778,clocks,778,-7.270515704633562
779,toward,779,-7.272011591225144
780,hotdog,780,-7.276512724105935
781,wedding,781,-7.276512724105935
782,same,782,-7.279524774575927
783,pillow,783,-7.279524774575927
784,couches,784,-7.279524774575927
785,stall,785,-7.282545924910103
786,blender,786,-7.282545924910103
787,garden,787,-7.288615746277179
788,assortment,788,-7.288615746277179
789,business,789,-7.288615746277179
790,adults,790,-7.290138975817701
791,van,791,-7.291664529126537
792,go,792,-7.291664529126537
793,flag,793,-7.291664529126537
794,get,794,-7.294722635485359
795,controllers,795,-7.310155040524171
796,sunglasses,796,-7.311711461071829
797,hillside,797,-7.316395310384255
798,rug,798,-7.317961481416999
799,seated,799,-7.3195301091896265
800,umpire,800,-7.3195301091896265
801,among,801,-7.321101201421667
802,drives,802,-7.325829342617613
803,team,803,-7.327410370614933
804,rocky,804,-7.327410370614933
805,kitten,805,-7.328993902220576
806,bun,806,-7.328993902220576
807,restroom,807,-7.330579945376211
808,flock,808,-7.332168508061349
809,ledge,809,-7.341753245974337
810,wooded,810,-7.3433596720226095
811,desktop,811,-7.344968682828311
812,trash,812,-7.348194492077193
813,skies,813,-7.349811307304099
814,doors,814,-7.349811307304099
815,jumps,815,-7.351430740856403
816,military,816,-7.353052801228269
817,mid,817,-7.353052801228269
818,does,818,-7.3563048366146475
819,which,819,-7.359567482249464
820,stainless,820,-7.361202805590194
821,onions,821,-7.361202805590194
822,ice,822,-7.3628408075944325
823,shelves,823,-7.364481497051893
824,foot,824,-7.364481497051893
825,lawn,825,-7.364481497051893
826,eyes,826,-7.3677709737022905
827,assorted,827,-7.371071306730949
828,drawn,828,-7.3727255668269756
829,stairs,829,-7.374382568034605
830,eats,830,-7.382709010811158
831,desert,831,-7.384382651369188
832,things,832,-7.386059097696439
833,low,833,-7.391105365764064
834,clouds,834,-7.391105365764064
835,race,835,-7.392793129877784
836,fish,836,-7.396177227862024
837,see,837,-7.397873581110202
838,event,838,-7.401274944933693
839,before,839,-7.402979975184778
840,closeup,840,-7.402979975184778
841,gate,841,-7.402979975184778
842,pointing,842,-7.406398781933563
843,facing,843,-7.408112578411297
844,glove,844,-7.413271661221325
845,construction,845,-7.418457498253691
846,steps,846,-7.420192104065899
847,cups,847,-7.420192104065899
848,eggs,848,-7.420192104065899
849,ceiling,849,-7.42891055510578
850,rackets,850,-7.42891055510578
851,toddler,851,-7.434178346040639
852,snowboarding,852,-7.434178346040639
853,land,853,-7.435940461034038
854,party,854,-7.4412455132637305
855,turn,855,-7.443020136622099
856,pond,856,-7.444797914868099
857,landing,857,-7.446578859239093
858,friends,858,-7.45015029160669
